	user	text	created_at	name	tweets_ago	sent	pos	neg	neu	compound
44	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	Papua New Guinea polio outbreak declared https://t.co/oHDsuJ0gEF	Tue Jun 26 11:09:32 +0000 2018	BBC News (World)	45	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
74	{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 42262380, 'friends_count': 886, 'listed_count': 195457, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 17115, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 324609, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1522172276', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	The group stage of the World Cup is almost over. Here's how teams can advance to the round of 16. https://t.co/HF3UYHhybi	Tue Jun 26 10:45:05 +0000 2018	The New York Times	75	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
89	{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 42262380, 'friends_count': 886, 'listed_count': 195457, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 17115, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 324609, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1522172276', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	Following a journey that started in 2014, Japan's Hayabusa2 spacecraft will reach the Ryugu asteroid on Wednesday t… https://t.co/vRVf3Fj4ik	Tue Jun 26 07:02:01 +0000 2018	The New York Times	90	{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0258}	0.061	0.0	0.939	0.0258
86	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391643, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Trump warns Harley-Davidson of 'big tax' if it sells back to US, following production shift https://t.co/rvkG8HYyJb	Tue Jun 26 12:32:11 +0000 2018	Fox News	87	{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}	0.0	0.085	0.915	-0.1027
91	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	"Trump slams ""filthy"" restaurant that kicked out Sarah Sanders https://t.co/DCUVVyhTXQ https://t.co/o7e1Widf9T"	Tue Jun 26 04:18:05 +0000 2018	CBS News	92	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
0	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	"""What happened to us should never happen again"": Japanese-American protesters weigh in on travel ruling… https://t.co/2mArXDNfQO"	Tue Jun 26 22:29:04 +0000 2018	CNN	1	{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.2263}	0.0	0.112	0.888	-0.2263
26	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Nearly 2 years ago, millions of people witnessed the last moments of Philando Castile’s life after he was shot by p… https://t.co/eUGQy52oZG	Tue Jun 26 17:35:56 +0000 2018	CNN	27	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
82	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	"The elaborate customized cars of Japan's ""lowriding"" subculture https://t.co/bxOLz1u9xc https://t.co/oT5YVsK4xI"	Tue Jun 26 07:30:07 +0000 2018	CNN	83	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
25	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391642, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	OPINION: Supreme Court Trump travel ban decision is an important victory for our national security. https://t.co/SUjhrpckOI	Tue Jun 26 19:33:08 +0000 2018	Fox News	26	{'neg': 0.154, 'neu': 0.513, 'pos': 0.333, 'compound': 0.4939}	0.333	0.154	0.513	0.4939
94	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391643, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	JUST IN: Brexit bill becomes law, allowing UK to leave European Union https://t.co/alPWoor72e	Tue Jun 26 11:22:19 +0000 2018	Fox News	95	{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}	0.0	0.091	0.909	-0.0516
18	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	WATCH: A Kangaroo interrupted a soccer game in Australia and when he got tired of being goalie, he decided to loung… https://t.co/NQ75I4wrSs	Tue Jun 26 17:35:19 +0000 2018	CBS News	19	{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.6249}	0.0	0.221	0.779	-0.6249
22	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	WATCH: President Trump attends lunch with congressional lawmakers, where he's expected to weigh in on the Supreme C… https://t.co/FuZbPX3dvG	Tue Jun 26 17:04:09 +0000 2018	CBS News	23	{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}	0.167	0.0	0.833	0.5574
99	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391643, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	CA Fire Department Mourns Fallen Captain https://t.co/67Tv1QTjRX	Tue Jun 26 10:17:55 +0000 2018	Fox News	100	{'neg': 0.675, 'neu': 0.325, 'pos': 0.0, 'compound': -0.8074}	0.0	0.675	0.325	-0.8074
46	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	Doctors using the polio virus to treat aggressive brain tumors called glioblastomas report promising results. Of 61… https://t.co/pOHmWTuPio	Tue Jun 26 12:29:29 +0000 2018	CBS News	47	{'neg': 0.073, 'neu': 0.682, 'pos': 0.245, 'compound': 0.5859}	0.245	0.073	0.682	0.5859
